x;y1;y2
0,4788;0,039424344;0,12672097
0,48;0,033538264;0,170156961
0,4812;0,091283722;0,184002833
0,4824;0,110865403;0,127520971
0,4836;0,012060113;0,081051478
0,4848;0,034924646;-0,029669831
0,486;0,169313617;-0,073911491
0,4872;0,001860937;-0,041493435
0,4884;-0,046343022;-0,00073408
0,4896;0,044880564;-0,012297807
0,4908;-0,140833998;-0,047559221
0,492;-0,143175404;0,02635034
0,4932;-0,045133114;0,090573926
0,4944;-0,167377598;0,047808876
0,4956;-0,067811846;0,021141984
0,4968;0,022708792;0,033098132
0,498;-0,114404036;-0,071641142
0,4992;-0,047564607;-0,153384746
0,5004;-0,058239062;-0,176052908
0,5016;-0,080880301;-0,255025676
0,5028;0,078088326;-0,185407278
0,504;-0,05329248;-0,091782446
0,5052;-0,088193885;-0,046468713
0,5064;-0,0063804;0,080844227
0,5076;-0,165570617;0,165884851
0,5088;-0,099836543;0,175268732
0,51;0,019683118;0,156126419
0,5112;-0,124023743;0,200235842
0,5124;-0,081803725;0,166500762
0,5136;0,122268941;0,036460781
0,5148;0,062508701;0,006417165
0,516;0,025205341;-0,059963079
0,5172;0,093913698;-0,111084809
0,5184;-0,008014389;-0,108850635
0,5196;-0,027496703;-0,106133348
0,5208;-0,019275071;-0,058073696
0,522;-0,130168639;-0,028821207
0,5232;-0,169385116;0,025783478
0,5244;-0,205527166;0,02534698
0,5256;-0,120981684;-0,041265192
0,5268;-0,033918717;-0,035181094
0,528;-0,086209986;-0,027366846
0,5292;0,075712438;-0,064175161
0,5304;0,122191937;-0,059892399
0,5316;-0,003077972;-0,015271128
0,5328;0,0978357;-0,034534699
0,534;0,13447009;-0,097142756
0,5352;-0,014073828;-0,059437641
0,5364;-0,102000874;0,071445604
0,5376;-0,019845742;0,053746873
0,5388;-0,116509986;0,028859363
0,54;-0,276553235;0,142194022
0,5412;-0,046848278;0,120227658
0,5424;0,123319071;0,069235587
0,5436;0,081705413;0,002940169
0,5448;-0,022214978;-0,071511251
0,546;0,085754024;-0,090765332
0,5472;0,210204097;-0,225481766
0,5484;-0,100792995;-0,212979708
0,5496;-0,005397899;-0,146399497
0,5508;0,083689812;-0,181511113
0,552;-0,117848862;-0,081154237
0,5532;-0,001423005;-0,026976222
0,5544;-0,05093528;0,078232482
0,5556;0,053289349;0,20624725
0,5568;0,116204411;0,089442352
0,558;0,102435581;0,057481315
0,5592;0,167875591;0,097147527
0,5604;-0,036434125;-0,014651853
0,5616;0,055426977;-0,108494932
0,5628;-0,054151407;-0,090562761
0,564;-0,002922246;-0,090197251
0,5652;0,110268987;-0,151794633
0,5664;-0,244884861;-0,098644466
0,5676;0,068940924;-0,036002251
0,5688;-0,02271775;-0,023835857
0,57;-0,17815297;0,066608331
0,5712;0,071698387;0,070148076
0,5724;-0,211754698;0,021568324
0,5736;0,058578577;0,029487254
0,5748;0,132274077;-0,011172507
0,576;-0,120530619;-0,029234446
0,5772;0,044957609;0,007083403
0,5784;0,08744843;-0,013132247
0,5796;0,123148909;-0,060410314
0,5808;-0,0753947;-0,067273057
0,582;-0,003265901;-0,03757928
0,5832;0,059433214;-0,036359585
0,5844;-0,115828104;-0,004015804
0,5856;0,138837631;0,108569485
0,5868;-0,116279413;0,110891035
0,588;-0,15601567;0,105553022
0,5892;0,258210384;0,163226436
0,5904;0,005965226;0,14065749
0,5916;-0,057388677;0,080221578
0,5928;0,02720538;0,00504679
0,594;-0,121264625;0,001380429
0,5952;-0,162895883;-0,010918232
0,5964;-0,301527182;-0,064690888
0,5976;-0,4121471;-0,05423918
0,5988;-0,269925874;-0,056259723
0,6;-0,141634855;-0,067339638
0,6012;-0,19575789;-0,074231142
0,6024;-0,048267077;0,020721316
0,6036;0,181518827;0,056456808
0,6048;0,150399185;-0,02265722
0,606;0,048116026;0,030722852
0,6072;-0,084502661;-0,034830077
0,6084;-0,07877689;-0,125699966
0,6096;0,010705314;-0,061862215
0,6108;0,018523292;-0,045685557
0,612;-0,085187744;-0,025928141
0,6132;-0,184531668;-0,020836608
0,6144;0,018978446;0,018152518
0,6156;-0,23607058;0,055463382
0,6168;-0,581266323;-0,005283205
0,618;-0,044449122;-0,021173633
0,6192;0,156169747;-0,030192359
0,6204;-0,051188931;-0,02745725
0,6216;0,020939442;-0,026460276
0,6228;0,139367145;-0,070959661
0,624;0,309865819;0,018060002
0,6252;0,242695369;0,072274151
0,6264;0,148488997;0,005945831
0,6276;0,049943114;0,1151131
0,6288;0,150910818;0,19384788
0,63;0,323141101;0,095948959
0,6312;-0,051123408;0,109905191
0,6324;0,114622557;0,10738164
0,6336;0,263472202;-0,024514935
0,6348;0,092306851;-0,054251061
0,636;0,148363586;-0,067306023
0,6372;-0,316593052;-0,139043888
0,6384;-0,175651399;-0,105446179
0,6396;0,069168364;-0,078868138
0,6408;-0,244040785;-0,135237112
0,642;-0,093201428;-0,096819403
0,6432;-0,040390844;-0,023178276
0,6444;0,079569013;-0,008467588
0,6456;0,12744089;0,049496603
0,6468;-0,056923886;0,084901572
0,648;-0,034608725;0,102472451
0,6492;-0,051358481;0,173753841
0,6504;0,121716856;0,152803856
0,6516;0,066681606;0,099871652
0,6528;-0,103228656;0,091064742
0,654;0,137925271;0,052000981
0,6552;0,070425568;-0,014810792
0,6564;-0,058012306;-0,091039673
0,6576;0,029180018;-0,069508343
0,6588;-0,01690775;-0,051378591
0,66;0,028782581;-0,076843989
0,6612;-0,030717148;0,032947647
0,6624;-0,14121945;0,107724628
0,6636;-0,166352956;0,030366323
0,6648;-0,13576484;-0,025248218
0,666;0,192840244;0,017898341
0,6672;0,163626961;0,075781131
0,6684;0,012498521;0,095855813
0,6696;0,217385344;0,123259073
0,6708;0,033653889;0,163513445
0,672;-0,155799637;0,137284565
0,6732;-0,194064727;0,017850428
0,6744;-0,31574835;-0,05751531
0,6756;-0,178260657;-0,054805109
0,6768;-0,239478096;-0,104672791
0,678;-0,306762444;-0,149021049
0,6792;-0,07531201;-0,13340292
0,6804;-0,100569135;-0,160552429
0,6816;-0,062565815;-0,133522685
0,6828;0,18433232;-0,059060025
0,684;0,206572799;-0,047587401
0,6852;0,120875361;0,047516067
0,6864;0,169745601;0,160365027
0,6876;0,091344177;0,117893104
0,6888;-0,198582825;0,042537338
0,69;-0,198836052;0,000187919
0,6912;-0,166457303;-0,024101257
0,6924;-0,35606241;-0,033362162
0,6936;-0,259907222;-0,139950405
0,6948;-0,12666146;-0,179506279
0,696;-0,24899825;-0,041707134
0,6972;-0,141733741;-0,037629335
0,6984;-0,047475355;-0,079922882
0,6996;-0,088445913;0,096022678
0,7008;0,190084835;0,226797941
0,702;0,294147232;0,114755075
0,7032;0,384972029;0,059411293
0,7044;0,492216533;0,105223642
0,7056;0,234547518;-0,015352583
0,7068;0,370764673;-0,098690817
0,708;0,372602366;-0,06326331
0,7092;-0,096502773;-0,143467366
0,7104;-0,183918963;-0,12917269
0,7116;-0,179389088;-0,071092511
0,7128;-0,262367475;-0,145408198
0,714;-0,17443442;-0,099521328
0,7152;-0,001784677;-0,053059647
0,7164;0,11037998;-0,015653761
0,7176;0,057383387;0,058936426
0,7188;0,002376968;-0,025671165
0,72;0,07501307;-0,030912699
0,7212;0,171778823;-0,016163946
0,7224;0,303969645;-0,093414885
0,7236;0,485438931;-0,061270706
0,7248;0,499247454;0,041031252
0,726;0,292695333;0,145862097
0,7272;0,121771194;0,159284131
0,7284;0,021892826;0,138177662
0,7296;-0,111983952;0,109488519
0,7308;-0,060931507;0,087619708
0,732;-0,050276007;0,052710853
0,7332;-0,133905698;-0,033002813
0,7344;0,062617861;0,019468199
0,7356;0,032571078;-0,013433263
0,7368;-0,004362029;-0,101919816
0,738;0,234636811;-0,046020365
0,7392;0,190293364;-0,004875073
0,7404;0,204699353;0,028055745
0,7416;0,264066947;0,037154692
0,7428;0,159655145;0,151893359
0,744;0,080843695;0,193892232
0,7452;-0,071346086;0,063953939
0,7464;-0,072010575;0,033473536
0,7476;0,006689145;-0,03973507
0,7488;-0,077648376;-0,093737729
0,75;-0,16015086;-0,077655071
0,7512;-0,044814733;-0,106575556
0,7524;-0,09494666;-0,113256879
0,7536;-0,253301154;-0,062075385
0,7548;0,035314802;-0,022701713
0,756;0,092001736;-0,016859411
0,7572;0,165892756;0,045794594
0,7584;0,318619011;0,066655683
0,7596;0,026944982;0,124421563
0,7608;0,182429433;0,13671235
0,762;-0,028311071;0,009470665
0,7632;-0,319324882;0,035346361
0,7644;-0,005269071;0,062252306
0,7656;-0,338901851;-0,020946373
0,7668;-0,399306749;-0,061576894
0,768;-0,271481805;0,005304723
0,7692;-0,234660809;0,081503816
0,7704;-0,12100468;-0,01002451
0,7716;-0,429199798;-0,074593516
0,7728;0,032885981;0,004588383
0,774;0,144825411;0,031207881
0,7752;-0,202897408;-0,026035831
0,7764;0,229935348;0,004544235
0,7776;0,253829514;0,048381088
0,7788;0,227033155;-0,004244739
0,78;0,117791717;-0,003343946
0,7812;-0,155432401;0,005885203
0,7824;0,020303789;-0,027085295
0,7836;-0,04731195;-0,046991322
0,7848;-0,239773161;-0,080257658
0,786;-0,164752215;-0,125546009
0,7872;-0,045149534;-0,139310621
0,7884;-0,256136899;-0,155143082
0,7896;-0,432376952;-0,165217395
0,7908;-0,280169757;-0,078433963
0,792;-0,208175499;-0,07838608
0,7932;-0,105839531;-0,087904369
0,7944;-0,034900591;0,023972088
0,7956;0,088149437;0,043978236
0,7968;0,217219792;0,06925999
0,798;0,185478905;0,085944271
0,7992;0,199332558;0,092045279
0,8004;0,145093102;0,140258158
0,8016;0,34423176;0,063453537
0,8028;0,44807349;0,024794488
0,804;0,225365364;0,008578058
0,8052;0,276416035;-0,070043929
0,8064;0,073239695;-0,093542392
0,8076;0,008606176;-0,1116627
0,8088;0,024824353;-0,076795999
0,81;-0,436634761;-0,085210965
0,8112;-0,28176124;-0,100354909
0,8124;-0,048785176;0,056702078
0,8136;0,051077679;0,131557338
0,8148;0,190566515;0,14433837
0,816;0,103812073;0,294559338
0,8172;0,572661911;0,356854538
0,8184;0,449279698;0,234537467
0,8196;0,131188829;0,067587305
0,8208;0,258309828;-0,022652648
0,822;-0,05583177;-0,046161295
0,8232;0,183825905;-0,187845859
0,8244;0,062186871;-0,317980492
0,8256;-0,219970319;-0,284968724
0,8268;0,045752455;-0,193505665
0,828;-0,198808287;-0,100072145
0,8292;0,000465686;-0,133672659
0,8304;0,087374958;-0,052310764
0,8316;-0,074785999;0,137653788
0,8328;0,237262926;0,092589409
0,834;0,278499158;0,110960372
0,8352;0,292803223;0,151710396
0,8364;0,211237118;0,077612051
0,8376;0,09294892;0,077387543
0,8388;0,099206002;0,034177541
0,84;0,072894622;-0,031248093
0,8412;-0,224944312;0,000933367
0,8424;-0,509683101;0,110578515
0,8436;-0,17477226;0,044487207
0,8448;-0,264869996;-0,103514752
0,846;-0,341140109;0,000726276
0,8472;-0,067707066;0,021302475
0,8484;-0,218665487;-0,079678648
0,8496;-0,062384216;-0,066130909
0,8508;0,116093986;-0,014131229
0,852;0,1327804;0,026213134
0,8532;0,12629332;-0,058149796
0,8544;0,01942867;-0,1126383
0,8556;0,024803378;-0,057235728
0,8568;-0,117448756;-0,077295862
0,858;-0,185425705;-0,092420233
0,8592;-0,2315408;-0,009573451
0,8604;-0,215951739;0,042380431
0,8616;-0,235437093;-0,035197664
0,8628;-0,426276318;-0,096006786
0,864;-0,172176032;-0,044536731
0,8652;-0,057204999;-2,40E-05
0,8664;-0,238945726;-0,094765004
0,8676;-0,087670829;-0,169419526
0,8688;-0,056278653;-0,144513532
0,87;-0,211250404;-0,221825303
0,8712;-0,096570199;-0,174442015
0,8724;0,031097905;-0,1296607
0,8736;-0,074622297;-0,187016117
0,8748;-0,077351747;-0,030842824
0,876;0,108771953;0,03220156
0,8772;0,259698227;0,040029455
0,8784;0,257870061;0,05077911
0,8796;0,209525617;0,091610711
0,8808;0,036886489;0,192115883
0,882;-0,035772295;0,012637537
0,8832;0,135870425;-0,03372703
0,8844;0,027211002;-0,039283572
0,8856;-0,025353719;-0,157344536
0,8868;-0,019942197;-0,048450315
0,888;-0,087747131;-0,060630096
0,8892;-0,086654113;-0,007624907
0,8904;-0,34965244;0,279224323
0,8916;-0,117660108;0,302364346
0,8928;0,386732239;0,116354052
0,894;0,378632214;0,126089638
0,8952;0,340518202;0,184487389
0,8964;0,482911235;0,058445636
0,8976;0,637297859;-0,088765449
0,8988;0,370629354;-0,153453599
0,9;0,166431013;-0,115574581
0,9012;0,126748878;-0,198717321
0,9024;-0,10656335;-0,312831776
0,9036;-0,048383562;-0,228129163
0,9048;-0,186472139;-0,14603592
0,906;-0,223160171;-0,044812168
0,9072;-0,013310272;0,048955911
0,9084;-0,1151177;0,123647374
0,9096;-0,014133941;0,13351329
0,9108;-0,012761403;0,049353511
0,912;0,041564832;0,065946292
0,9132;0,198759015;-0,005781697
0,9144;0,25673824;-0,054395515
0,9156;0,401458153;0,043006218
0,9168;0,117228982;-0,014966735
0,918;0,249689064;-0,038230947
0,9192;0,384432968;-0,000552222
0,9204;-0,151913555;-0,018373298
0,9216;-0,08599104;0,035084985
0,9228;-0,072767432;0,013643649
0,924;-0,170535941;0,003723331
0,9252;0,071013357;0,021745446
0,9264;0,077476627;-0,089881447
0,9276;0,221003354;-0,087565519
0,9288;0,181461976;-0,040494144
0,93;0,054322092;-0,095556654
0,9312;0,179591163;-0,077580652
0,9324;0,034845331;-0,002137636
0,9336;0,086313416;0,088585004
0,9348;0,144937159;0,114890221
0,936;-0,064174241;0,043832719
0,9372;0,120034212;0,077051654
0,9384;-0,043572634;0,086149447
